File,State,Column Name,Category,New Key,Data Type
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Cases Race/Ethnicity: Black,Cases,# Cases Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Cases Race/Ethnicity: Hispanic/Latino,Cases,# Cases Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Cases Race/Ethnicity: Not Hispanic/Latino,Cases,# Cases Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Cases Race/Ethnicity: Other Race,Cases,# Cases Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Cases Race/Ethnicity: Unknown Ethnicity,Cases,# Cases Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Cases Race/Ethnicity: Unknown Race,Cases,# Cases Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Cases Race/Ethnicity: White,Cases,# Cases Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Age [0-4],Death,# Deaths Age [0-4],int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Age [25-49],Death,# Deaths Age [25-49],int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Age [5-24],Death,# Deaths Age [5-24],int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Age [50-64],Death,# Deaths Age [50-64],int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Age [>= 65],Death,# Deaths Age [65+],int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Race/Ethnicity: Asian,Death,# Deaths Race/Ethnicity: Asian,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Race/Ethnicity: Black,Death,# Deaths Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Race/Ethnicity: Hispanic/Latino,Death,# Deaths Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Race/Ethnicity: Not Hispanic/Latino,Death,# Deaths Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Race/Ethnicity: Other Race,Death,# Deaths Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Race/Ethnicity: Unknown Ethnicity,Death,# Deaths Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Race/Ethnicity: Unknown Race,Death,# Deaths Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,# Deaths Race/Ethnicity: White,Death,# Deaths Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,Scrape Time,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,Total Cases: Female,Cases,Total Cases: Female,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,Total Cases: Male,Cases,Total Cases: Male,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,Total Cases: Unknown Sex,Cases,Total Cases: Unknown Sex,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,Total Deaths: Female,Death,Total Deaths: Female,int64
../../../covid19demographics-fall/AL/data/data_V1.csv,AL,Total Deaths: Male,Death,Total Deaths: Male,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Age [0-4],Cases,# Cases Age [0-4],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Age [25-49],Cases,# Cases Age [25-49],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Age [5-24],Cases,# Cases Age [5-24],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Age [50-64],Cases,# Cases Age [50-64],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Age [>= 65],Cases,# Cases Age [65+],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Age [Unknown],Cases,# Cases Age [Unknown],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Race/Ethnicity: Asian,Cases,# Cases Race/Ethnicity: Asian,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Race/Ethnicity: Black,Cases,# Cases Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Race/Ethnicity: Hispanic/Latino,Cases,# Cases Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Race/Ethnicity: Not Hispanic/Latino,Cases,# Cases Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Race/Ethnicity: Other Race,Cases,# Cases Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Race/Ethnicity: Unknown Ethnicity,Cases,# Cases Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Race/Ethnicity: Unknown Race,Cases,# Cases Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Cases Race/Ethnicity: White,Cases,# Cases Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Age [0-4],Death,# Deaths Age [0-4],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Age [25-49],Death,# Deaths Age [25-49],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Age [5-24],Death,# Deaths Age [5-24],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Age [50-64],Death,# Deaths Age [50-64],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Age [>= 65],Death,# Deaths Age [65+],int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Race/Ethnicity: Asian,Death,# Deaths Race/Ethnicity: Asian,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Race/Ethnicity: Black,Death,# Deaths Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Race/Ethnicity: Hispanic/Latino,Death,# Deaths Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Race/Ethnicity: Not Hispanic/Latino,Death,# Deaths Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Race/Ethnicity: Other Race,Death,# Deaths Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Race/Ethnicity: Unknown Ethnicity,Death,# Deaths Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Race/Ethnicity: Unknown Race,Death,# Deaths Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,# Deaths Race/Ethnicity: White,Death,# Deaths Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,Scrape Time,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,Total Cases: Female,Cases,Total Cases: Female,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,Total Cases: Male,Cases,Total Cases: Male,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,Total Cases: Unknown Sex,Cases,Total Cases: Unknown Sex,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,Total Deaths: Female,Death,Total Deaths: Female,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,Total Deaths: Male,Death,Total Deaths: Male,int64
../../../covid19demographics-fall/AL/data/data_V2.csv,AL,Total Deaths: Unknown Sex,Death,Total Deaths: Unknown Sex,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Age [0-4],Cases,# Cases Age [0-4],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Age [18-24],Cases,# Cases Age [18-24],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Age [25-49],Cases,# Cases Age [25-49],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Age [5-17],Cases,# Cases Age [5-17],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Age [50-64],Cases,# Cases Age [50-64],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Age [>= 65],Cases,# Cases Age [65+],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Age [Unknown],Cases,# Cases Age [Unknown],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Race/Ethnicity: Asian,Cases,# Cases Race/Ethnicity: Asian,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Race/Ethnicity: Black,Cases,# Cases Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Race/Ethnicity: Hispanic/Latino,Cases,# Cases Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Race/Ethnicity: Not Hispanic/Latino,Cases,# Cases Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Race/Ethnicity: Other Race,Cases,# Cases Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Race/Ethnicity: Unknown Ethnicity,Cases,# Cases Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Race/Ethnicity: Unknown Race,Cases,# Cases Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Cases Race/Ethnicity: White,Cases,# Cases Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Age [0-4],Death,# Deaths Age [0-4],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Age [25-49],Death,# Deaths Age [25-49],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Age [5-24],Death,# Deaths Age [5-24],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Age [50-64],Death,# Deaths Age [50-64],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Age [>= 65],Death,# Deaths Age [65+],int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Race/Ethnicity: Asian,Death,# Deaths Race/Ethnicity: Asian,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Race/Ethnicity: Black,Death,# Deaths Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Race/Ethnicity: Hispanic/Latino,Death,# Deaths Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Race/Ethnicity: Not Hispanic/Latino,Death,# Deaths Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Race/Ethnicity: Other Race,Death,# Deaths Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Race/Ethnicity: Unknown Ethnicity,Death,# Deaths Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Race/Ethnicity: Unknown Race,Death,# Deaths Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,# Deaths Race/Ethnicity: White,Death,# Deaths Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,Scrape Time,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,Total Cases: Female,Cases,Total Cases: Female,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,Total Cases: Male,Cases,Total Cases: Male,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,Total Cases: Unknown Sex,Cases,Total Cases: Unknown Sex,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,Total Deaths: Female,Death,Total Deaths: Female,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,Total Deaths: Male,Death,Total Deaths: Male,int64
../../../covid19demographics-fall/AL/data/data_V3.csv,AL,Total Deaths: Unknown Sex,Death,Total Deaths: Unknown Sex,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Age [0-4],Cases,# Cases Age [0-4],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Age [18-24],Cases,# Cases Age [18-24],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Age [25-49],Cases,# Cases Age [25-49],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Age [5-17],Cases,# Cases Age [5-17],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Age [50-64],Cases,# Cases Age [50-64],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Age [>= 65],Cases,# Cases Age [65+],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Age [Unknown],Cases,# Cases Age [Unknown],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Race/Ethnicity: Asian,Cases,# Cases Race/Ethnicity: Asian,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Race/Ethnicity: Black,Cases,# Cases Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Race/Ethnicity: Hispanic/Latino,Cases,# Cases Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Race/Ethnicity: Not Hispanic/Latino,Cases,# Cases Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Race/Ethnicity: Other Race,Cases,# Cases Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Race/Ethnicity: Unknown Ethnicity,Cases,# Cases Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Race/Ethnicity: Unknown Race,Cases,# Cases Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Cases Race/Ethnicity: White,Cases,# Cases Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Age [0-4],Death,# Deaths Age [0-4],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Age [25-49],Death,# Deaths Age [25-49],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Age [5-24],Death,# Deaths Age [5-24],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Age [50-64],Death,# Deaths Age [50-64],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Age [>= 65],Death,# Deaths Age [65+],int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Race/Ethnicity: Asian,Death,# Deaths Race/Ethnicity: Asian,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Race/Ethnicity: Black,Death,# Deaths Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Race/Ethnicity: Hispanic/Latino,Death,# Deaths Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Race/Ethnicity: Not Hispanic/Latino,Death,# Deaths Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Race/Ethnicity: Other Race,Death,# Deaths Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Race/Ethnicity: Unknown Ethnicity,Death,# Deaths Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Race/Ethnicity: Unknown Race,Death,# Deaths Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,# Deaths Race/Ethnicity: White,Death,# Deaths Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,Scrape Time,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,Total Cases: Female,Cases,Total Cases: Female,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,Total Cases: Male,Cases,Total Cases: Male,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,Total Cases: Unknown Sex,Cases,Total Cases: Unknown Sex,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,Total Deaths: Female,Death,Total Deaths: Female,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,Total Deaths: Male,Death,Total Deaths: Male,int64
../../../covid19demographics-fall/AL/data/data_V4.csv,AL,Total Deaths: Unknown Sex,Death,Total Deaths: Unknown Sex,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Age [0-4],Cases,# Cases Age [0-4],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Age [18-24],Cases,# Cases Age [18-24],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Age [25-49],Cases,# Cases Age [25-49],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Age [5-17],Cases,# Cases Age [5-17],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Age [50-64],Cases,# Cases Age [50-64],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Age [>= 65],Cases,# Cases Age [65+],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Age [Unknown],Cases,# Cases Age [Unknown],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Race/Ethnicity: Asian,Cases,# Cases Race/Ethnicity: Asian,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Race/Ethnicity: Black,Cases,# Cases Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Race/Ethnicity: Hispanic/Latino,Cases,# Cases Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Race/Ethnicity: Not Hispanic/Latino,Cases,# Cases Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Race/Ethnicity: Other Race,Cases,# Cases Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Race/Ethnicity: Unknown Ethnicity,Cases,# Cases Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Race/Ethnicity: Unknown Race,Cases,# Cases Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Cases Race/Ethnicity: White,Cases,# Cases Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Age [0-4],Death,# Deaths Age [0-4],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Age [18-24],Death,# Deaths Age [18-24],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Age [25-49],Death,# Deaths Age [25-49],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Age [50-64],Death,# Deaths Age [50-64],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Age [>= 65],Death,# Deaths Age [65+],int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Race/Ethnicity: Asian,Death,# Deaths Race/Ethnicity: Asian,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Race/Ethnicity: Black,Death,# Deaths Race/Ethnicity: Black,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Race/Ethnicity: Hispanic/Latino,Death,# Deaths Race/Ethnicity: Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Race/Ethnicity: Not Hispanic/Latino,Death,# Deaths Race/Ethnicity: Not Hispanic/Latino,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Race/Ethnicity: Other Race,Death,# Deaths Race/Ethnicity: Other Race,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Race/Ethnicity: Unknown Ethnicity,Death,# Deaths Race/Ethnicity: Unknown Ethnicity,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Race/Ethnicity: Unknown Race,Death,# Deaths Race/Ethnicity: Unknown Race,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,# Deaths Race/Ethnicity: White,Death,# Deaths Race/Ethnicity: White,int64
../../../covid19demographics-fall/AL/data/data_V5.csv,AL,Scrape Time,Scrape Time,Scrape Time,object
