Column Name,Scrape Time,State,Value
# Cases Age [70-79],4/01/2020,VA,159
# Cases Age [80+],4/01/2020,VA,96
# Cases Age [0-9],4/2/2020,VA,13
# Cases Age [10-19],4/2/2020,VA,26
# Cases Age [20-29],4/2/2020,VA,228
# Cases Age [30-39],4/2/2020,VA,245
# Cases Age [40-49],4/2/2020,VA,282
# Cases Age [50-59],4/2/2020,VA,325
# Cases Age [60-69],4/2/2020,VA,289
# Cases Age [70-79],4/2/2020,VA,190
# Cases Age [80+],4/2/2020,VA,108
